Work Order Id,Std Job No,WO Completed Status,WO Create Date,Ads Building Number,Ads Eastings,Ads Northings,Ads Operation Area,Ads Osapr,Street postcode,Ads Post Town,Ads Region,Ads Water Operational Area,Ads Water Supply Zone
45904,WRNW17,All Complete                                      ,21/05/2004,162,"328,822.00","673,656.00",South East,APDV1T815G143ENGD1,EH87JD,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
45905,WRNW17,All Complete                                      ,21/05/2004,10,"328,333.00","673,755.00",South East,APWEL58H5Y244GT069,EH87JP,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
45912,WRNW17,All Complete                                      ,21/05/2004,18,"326,921.00","671,194.00",South East,APMD1G8H5VT428NGD1,EH165NT,EDINBURGH,South,Glencorse WOA,Nether Liberton WSZ
45914,WRNW17,All Complete with Comments                        ,21/05/2004,,"326,376.00","672,756.00",South East,APHTEP8D6UQ430TGQR,EH89QS,EDINBURGH,South,Glencorse WOA,Old Town/Canongate WSZ
45916,WRNW17,All Complete                                      ,21/05/2004,19,"296,402.00","576,427.00",South East,AP55848W5L155TAGK5,DG29BP,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
45917,WRNW17,All Complete                                      ,21/05/2004,19,"296,402.00","576,427.00",South East,AP55848W5L155TAGK5,DG29BP,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
45918,WRNW17,All Complete with Comments                        ,21/05/2004,16,"313,621.00","581,399.00",South East,AP508L8U5JR578A00G,DG112DQ,LOCKERBIE,South,Black Esk WOA,Lockerbie WSZ
45919,WRNW17,All Complete                                      ,21/05/2004,48,"262,171.00","581,260.00",South East,APPNAX8W5H5575EGA3,DG73UW,CASTLE DOUGLAS,South,Lochinvar WOA,Creaganfois WSZ
46075,WRNW17,All Complete                                      ,21/05/2004,3,"343,259.00","850,963.00",North East,APL97F855V75QCA0QJ,AB555EX,KEITH,East,Herricks WOA,Keith Herricks WSZ
46089,WRNW17,All Complete                                      ,21/05/2004,17,"391,131.00","804,780.00",North East,APQN9K8M5RP42TTGGM,AB157XQ,ABERDEEN,East,Invercannie & Mannofield WOA,Slopefield WSZ
46092,WRNW17,All Complete                                      ,21/05/2004,3,"339,649.00","731,051.00",North East,AP252R8P5564FMXGGJ,DD36JU,DUNDEE,East,Clatto WOA,Clatto WSZ
46145,WRNW17,Cancelled with comments                           ,24/05/2004,2,"325,458.00","674,683.00",South East,APM0EB8W5RX44YT0CR,EH36PT,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
46149,WRNW17,All Complete                                      ,24/05/2004,7,"325,808.00","671,107.00",South East,AP11EQ8D5T5427TG4R,EH92HR,EDINBURGH,South,Glencorse WOA,Blackford WSZ
46154,WRNW17,All Complete with Comments                        ,24/05/2004,26,"317,646.00","667,767.00",South East,APYV1D8H5A641JN0M1,EH145RD,CURRIE,South,Marchbank WOA,Marchbank Hermiston WSZ
46160,WRNW17,All Complete with Comments                        ,24/05/2004,93,"323,108.00","674,228.00",South East,APBT208155C44PN0N1,EH42EX,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
46167,WRNW17,All Complete with Comments                        ,24/05/2004,2,"325,944.00","672,211.00",South East,APH91M815TW43QNGF1,EH91UD,EDINBURGH,South,Glencorse WOA,Old Town/Canongate WSZ
46170,WRNW17,All Complete with Comments                        ,24/05/2004,17,"327,705.00","670,492.00",South East,APME1G8H5XB42WNGL1,EH165RU,EDINBURGH,South,Glencorse WOA,The Inch WSZ
46173,WRNW17,All Complete with Comments                        ,24/05/2004,94,"334,406.00","672,315.00",South East,APDXEG8R5BE43RU01J,EH217BA,MUSSELBURGH,South,Rosebery (Ed & Lothian) WOA,Chalkieside WSZ
46196,WRNW17,All Complete                                      ,24/05/2004,7,"326,381.00","675,189.00",South East,APWTER8R5UQ446TG9H,EH74PH,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
46200,WRNW17,All Complete                                      ,24/05/2004,69,"329,357.00","674,320.00",South East,APU8EL8W5H244RT0PR,EH76SS,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
46202,WRNW17,All Complete with Comments                        ,24/05/2004,61,"323,272.00","674,352.00",South East,APHQ208155644RN0M1,EH42EU,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
46204,WRNW17,All Complete with Comments                        ,24/05/2004,15,"325,085.00","675,225.00",South East,APUCEB8W5QP447TGAR,EH35JZ,EDINBURGH,South,Glencorse WOA,Broughton/Chancelot WSZ
46221,WRNW17,All Complete                                      ,24/05/2004,,"325,483.00","674,668.00",South East,APRN29815RG74X70F9,EH36PS,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
46346,WRNW17,All Complete                                      ,24/05/2004,11,"323,777.00","870,978.00",North West,APM6JA85667725M0KR,IV316NU,LOSSIEMOUTH,East,Spey Badentinan WOA,Lossiemouth (Coulardhill)Low WSZ
46570,WRNW17,All Complete                                      ,24/05/2004,15,"324,237.00","675,978.00",South East,APMDEK8D57045KTG5R,EH52AB,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
46572,WRNW17,All Complete                                      ,24/05/2004,64,"328,368.00","673,505.00",South East,AP3GL58H5Y543CTG69,EH87JL,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
46575,WRNW17,All Complete                                      ,24/05/2004,60,"328,392.00","673,522.00",South East,APHRL58H5Y643CT069,EH87JL,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
46577,WRNW17,All Complete                                      ,24/05/2004,19,"323,512.00","674,504.00",South East,APH4EC8W55M44VT0VR,EH42EP,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
46642,WRNW17,All Complete                                      ,24/05/2004,6,"323,703.00","673,713.00",South East,APHQED8D56143FTGFR,EH43DQ,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
46749,WRNW17,All Complete                                      ,24/05/2004,118,"394,515.00","804,888.00",North East,AP4E9A8M5GU42VT0XM,AB118BS,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
46814,WRNW17,All Complete                                      ,25/05/2004,1,"322,173.00","674,722.00",South East,APWH208H53144YNGB1,EH42BY,EDINBURGH,South,Glencorse WOA,Blackhall/Davidson's Mains WSZ
46817,WRNW17,All Complete                                      ,25/05/2004,,"324,951.00","675,152.00",South East,APF8EB8D5QY446T0CR,EH35NS,EDINBURGH,South,Glencorse WOA,Broughton/Chancelot WSZ
46819,WRNW17,All Complete                                      ,25/05/2004,56,"328,740.00","673,311.00",South East,APBF1T8H5GC439NGG1,EH87LQ,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
46820,WRNW17,All Complete                                      ,25/05/2004,18,"324,174.00","676,208.00",South East,APRP1W8157E45NN051,EH52AE,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
46824,WRNW17,All Complete with Comments                        ,25/05/2004,2,"323,241.00","672,065.00",South East,APK0F78R65443NTG8H,EH111PF,EDINBURGH,South,Glencorse WOA,Edinburgh Centre West WSZ
47485,WRNW17,All Complete with Comments                        ,26/05/2004,6,"262,400.00","660,074.00",South West,APXPL68P5HK4WTQ03U,G735DF,GLASGOW,South,Daer WOA,East Rogerton WSZ
47579,WRNW17,All Complete                                      ,26/05/2004,4,"399,860.00","867,473.00",North East,AP98LM855B950E9GEN,AB439DU,FRASERBURGH,East,Turriff WOA,FB Whitewell Of Tyrie WSZ
47701,WRNW17,All Complete with Comments                        ,26/05/2004,22,"333,731.00","664,556.00",South East,AP6NJL8159L4Y0U08A,EH224JJ,DALKEITH,South,Rosebery (Ed & Lothian) WOA,Campwood WSZ
47824,WRNW17,All Complete                                      ,26/05/2004,8,"386,873.00","785,929.00",North East,APFKJY8J51W59E3GE5,AB392HQ,STONEHAVEN,East,Invercannie WOA,Megray WSZ
47868,WRNW17,All Complete                                      ,26/05/2004,,"315,091.00","687,565.00",North East,APM3G3895M64A8W0CG,KY117ES,DUNFERMLINE,East,Glendevon WOA,Craigbeath WSZ
48111,WRNW17,All Complete with Comments                        ,27/05/2004,,"324,509.00","676,507.00",South East,APWEEK8W57K45UT0AR,EH53NA,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
59983,WRNW17,All Complete                                      ,27/05/2004,,"357,610.00","638,527.00",South East,APCTAN816Q65J9F02B,TD46BU,EARLSTON,South,Howden WOA,Earlston WSZ
60014,WRNW17,All Complete                                      ,27/05/2004,21,"280,991.00","566,215.00",South East,APUQ9587EMK50UFGQL,DG73YA,CASTLE DOUGLAS,South,Killylour WOA,Durhamhill WSZ
60048,WRNW17,All Complete                                      ,27/05/2004,,"317,815.00","932,924.00",North West,APGWAQ826AJ5GGEGER,KW56DW,LATHERON,North,Loch Calder WOA,Smerral WSZ
60060,WRNW17,All Complete                                      ,27/05/2004,,"352,510.00","840,152.00",North East,APVC7F855ER5K3A0MK,AB548DU,HUNTLY,East,Craighead WOA,Craighead WSZ
60066,WRNW17,All Complete                                      ,27/05/2004,,"325,319.00","966,639.00",North West,APY21V8B65270930B1,KW148SX,THURSO,North,Loch Calder WOA,Stemster WSZ
60076,WRNW17,All Complete with Comments                        ,27/05/2004,,"310,941.00","590,581.00",South East,APUAGW875W35CPEGF0,DG112RY,LOCKERBIE,South,Black Esk WOA,Annandale CWT WSZ
61484,WRNW17,All Complete                                      ,28/05/2004,23,"339,714.00","725,583.00",North East,APGP0F8P55T4CYU04J,DD68PG,NEWPORT-ON-TAY,East,LHills & GFarg & Glendevon WOA,Newport WSZ
61489,WRNW17,All Complete                                      ,28/05/2004,10,"327,673.00","691,735.00",North East,APKB0L825X94C9UGER,KY11YQ,KIRKCALDY,East,GLENFARG WOA,Carberry Low WSZ
61499,WRNW17,All Complete                                      ,28/05/2004,1,"345,270.00","721,488.00",North East,APEP1U825G54AYUG12,KY160EX,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Balmullo WSZ
61505,WRNW17,All Complete                                      ,28/05/2004,15,"323,539.00","686,036.00",North East,AP97DU8255P4AGW0CR,KY39EA,BURNTISLAND,East,Glendevon WOA,Kilmundy WSZ
61508,WRNW17,All Complete                                      ,28/05/2004,21,"323,529.00","686,052.00",North East,APMKDU8255N4AGWGCR,KY39EA,BURNTISLAND,East,Glendevon WOA,Kilmundy WSZ
61511,WRNW17,All Complete                                      ,28/05/2004,14,"327,512.00","691,011.00",North East,APH10L8J5WY4CXUGER,KY11PL,KIRKCALDY,East,GLENFARG WOA,Carberry Low WSZ
61514,WRNW17,All Complete                                      ,28/05/2004,63,"318,467.00","694,128.00",North East,AP7Q4Q815CA4DEU081,KY59QX,LOCHGELLY,East,Glendevon WOA,Lochgelly South Street WSZ
61545,WRNW17,All Complete                                      ,28/05/2004,16,"309,860.00","686,923.00",North East,AP95168R6U04AXUGTG,KY114TG,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
61556,WRNW17,All Complete with Comments                        ,28/05/2004,,"314,708.00","689,604.00",North East,AP924P8H5LY4B8U060,KY48DQ,COWDENBEATH,East,Glendevon WOA,Craigbeath WSZ
61570,WRNW17,All Complete                                      ,28/05/2004,17,"350,933.00","716,430.00",North East,APQN1X8J5B748GU043,KY169TA,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
61633,WRNW17,All Complete                                      ,28/05/2004,17,"358,816.00","677,557.00",South East,AP1THQ815TL45BUGG3,EH403AU,EAST LINTON,South,Castle Moffat WOA,Traprainlaw WSZ
61634,WRNW17,All Complete with Comments                        ,28/05/2004,17,"358,816.00","677,557.00",South East,AP1THQ815TL45BUGG3,EH403AU,EAST LINTON,South,Castle Moffat WOA,Traprainlaw WSZ
61636,WRNW17,All Complete                                      ,28/05/2004,136,"324,653.00","676,439.00",South East,APUBEK8D5QC45TTGBR,EH53PR,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
61637,WRNW17,All Complete                                      ,28/05/2004,1,"348,474.00","682,841.00",South East,APDE6N8D6NW48XY03T,EH312HB,GULLANE,South,Castle Moffat WOA,Gullane WSZ
61638,WRNW17,All Complete                                      ,28/05/2004,5,"318,984.00","676,630.00",South East,APKB248D5DA45WNG4R,EH46NP,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
61640,WRNW17,All Complete                                      ,28/05/2004,5,"318,984.00","676,630.00",South East,APKB248D5DA45WNG4R,EH46NP,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
61641,WRNW17,All Complete with Comments                        ,28/05/2004,,"366,444.00","678,541.00",South East,APMB7T8HT9K46UY0XC,EH421PA,DUNBAR,South,Castle Moffat WOA,Dunbar WSZ
61642,WRNW17,All Complete                                      ,28/05/2004,86,"322,547.00","673,834.00",South East,AP9MGH8R54944HTGCH,EH126HE,EDINBURGH,South,Glencorse WOA,Murrayfield/Ravelston WSZ
61656,WRNW17,All Complete                                      ,28/05/2004,,"409,544.00","845,577.00",North East,APX2CX8R5TV5NQAGRG,AB423JT,PETERHEAD,East,Forehill WOA,Peterhead - Cowsreive WSZ
61664,WRNW17,All Complete                                      ,28/05/2004,,"370,318.00","791,931.00",North East,APH3AA8J50F5C7J0P4,AB316LL,BANCHORY,East,Invercannie WOA,Glendye WSZ
62241,WRNW17,All Complete with Comments                        ,31/05/2004,55,"233,806.00","543,974.00",South East,APV3AT8W5A85MYEGM2,DG89QH,NEWTON STEWART,South,Penwhirn WOA,Elrig WSZ
62280,WRNW17,All Complete                                      ,31/05/2004,,"326,583.00","671,316.00",South East,APFA1N815UM42AN051,EH93DZ,EDINBURGH,South,Glencorse WOA,Blackford WSZ
62643,WRNW17,All Complete                                      ,01/06/2004,51,"325,102.00","670,808.00",South East,APWC2L8D5R8422N0MR,EH106DU,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
62947,WRNW17,All Complete                                      ,01/06/2004,13,"321,991.00","861,521.00",North West,APJ8LM8552N5XH9GKH,IV306DA,ELGIN,East,Glenlatterach & Badentinan WOA,Spynie WSZ
62953,WRNW17,All Complete                                      ,01/06/2004,,"311,224.00","868,948.00",North West,APH957835WM515FGDQ,IV305UE,ELGIN,East,Glenlatterach & Badentinan WOA,Clarklyhill WSZ
62958,WRNW17,All Complete                                      ,01/06/2004,23,"311,333.00","868,915.00",North West,APFULM855XC514906G,IV305UF,ELGIN,East,Glenlatterach & Badentinan WOA,Clarklyhill WSZ
62970,WRNW17,All Complete                                      ,01/06/2004,44,"303,712.00","858,346.00",North West,APVMLN8M5FF5VY9GXG,IV361PN,FORRES,East,Glenlatterach & Badentinan WOA,Clunyhill Burgh WSZ
63046,WRNW17,All Complete with Comments                        ,01/06/2004,11,"323,789.00","671,413.00",South East,APWU2K8W56642BN0BR,EH105DD,EDINBURGH,South,Glencorse WOA,Morningside/Grange WSZ
63048,WRNW17,All Complete with Comments                        ,01/06/2004,34,"318,899.00","674,727.00",South East,AP7K248D5CM44YNGRR,EH48AZ,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
63050,WRNW17,All Complete with Comments                        ,01/06/2004,104,"324,695.00","668,397.00",South East,APFPL58H5QF41VT019,EH106QR,EDINBURGH,South,Glencorse WOA,Hillend Swanston WSZ
63282,WRNW17,All Complete                                      ,02/06/2004,17,"309,101.00","687,396.00",North East,APMJ178R6RG4A5UG5G,KY127NR,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
63464,WRNW17,All Complete                                      ,02/06/2004,79,"392,780.00","804,626.00",North East,APQ99H855WE42QT02M,AB106EQ,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
63476,WRNW17,All Complete                                      ,02/06/2004,,"288,090.00","553,893.00",South East,APL2AX8D5495TTEG45,DG54PZ,DALBEATTIE,South,Cargen Borehole WOA,Auchenfad CWT WSZ
63478,WRNW17,All Complete                                      ,02/06/2004,,"288,090.00","553,893.00",South East,APL2AX8D5495TTEG45,DG54PZ,DALBEATTIE,South,Cargen Borehole WOA,Auchenfad CWT WSZ
63481,WRNW17,All Complete                                      ,02/06/2004,,"335,794.00","576,081.00",South East,AP3DAB8U7DG55NC0HJ,DG140TJ,CANONBIE,South,Black Esk WOA,Kerrbush WSZ
63603,WRNW17,All Complete                                      ,02/06/2004,41,"336,416.00","951,252.00",North West,AP0TDX835FC5RG90BT,KW14HA,WICK,North,Loch Calder WOA,Toftcarl WSZ
63701,WRNW17,All Complete                                      ,02/06/2004,24,"334,617.00","858,646.00",North East,APEB57835BU5V4F0PT,IV327EB,FOCHABERS,East,Spey Badentinan WOA,Fochabers WSZ
63955,WRNW17,All Complete                                      ,03/06/2004,27,"365,379.00","865,448.00",North East,AP6KLM8M5PX5YE9GRK,AB452NN,BANFF,East,Turriff WOA,Whitehills Auds WSZ
64000,WRNW17,All Complete                                      ,03/06/2004,,"352,927.00","839,637.00",North East,APXA7F8M5F35KUAGLK,AB548AY,HUNTLY,East,Craighead WOA,Craighead WSZ
65142,WRNW17,Bulk Closure                                      ,04/06/2004,,"210,620.00","662,678.00",South West,APLB9C8G5VY5X3FGN0,PA209EU,ISLE OF BUTE,West,Loch Ascog WOA,Ascog WSZ
65503,WRNW17,All Complete                                      ,07/06/2004,,"390,657.00","794,835.00",North East,APUQFY865R95ER6GYM,AB393NR,STONEHAVEN,East,Invercannie & Mannofield WOA,Clochandighter New WSZ
65709,WRNW17,Cancelled with comments                           ,07/06/2004,540,"276,634.00","670,863.00",South West,APRNLUBGQW742HW0QL,ML67SS,AIRDRIE,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
65710,WRNW17,All Complete                                      ,07/06/2004,540,"276,634.00","670,863.00",South West,APRNLUBGQW742HW0QL,ML67SS,AIRDRIE,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
66424,WRNW17,All Complete                                      ,08/06/2004,7,"355,635.00","734,593.00",North East,AP2FGW8J54W5GCE0Q3,DD77PR,CARNOUSTIE,East,Clatto WOA,Panmure WSZ
66972,WRNW17,All Complete                                      ,09/06/2004,82,"324,909.00","671,502.00",South East,APW72F8D5QV42DN0PR,EH104SE,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
